,userID,date,bicycleTime
416,USER5,2019-05-19,0.0
417,USER5,2019-05-20,0.0
418,USER5,2019-05-21,0.0
419,USER5,2019-05-22,0.0
420,USER5,2019-05-16,129.892
421,USER5,2019-05-17,0.0
422,USER5,2019-05-18,122.219
423,USER5,2019-05-19,0.0
424,USER5,2019-05-20,0.0
425,USER5,2019-05-21,121.53
426,USER5,2019-05-22,327.19399999999996
427,USER5,2019-05-16,317.57300000000004
428,USER5,2019-05-17,668.426
429,USER5,2019-05-18,675.8770000000001
430,USER5,2019-05-19,15.356
431,USER5,2019-05-20,904.565
432,USER5,2019-05-21,1155.8990000000001
433,USER5,2019-05-22,472.596
434,USER5,2019-05-16,0.0
435,USER5,2019-05-17,0.0
436,USER5,2019-05-18,0.0
437,USER5,2019-05-19,0.0
438,USER5,2019-05-20,0.0
439,USER5,2019-05-21,0.0
440,USER5,2019-05-22,0.0
441,USER5,2019-05-16,997.6669999999999
442,USER5,2019-05-17,2537.3460000000005
443,USER5,2019-05-18,1051.325
444,USER5,2019-05-19,0.0
445,USER5,2019-05-20,1124.835
446,USER5,2019-05-21,1859.973
447,USER5,2019-05-22,1198.281
